metric,value
artifact_budget_pass,True
output_guard_pass,True
pass_count,43
private_absolute_path_count,0
protected_diagnostics_edit_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
protected_sim_edit_count,0
row_count,43
step90_dense_displacement_output_count,0
step90_dense_wall_velocity_output_count,0
step90_displaced_particle_output_count,0
step90_forbidden_file_count,0
step90_large_file_count,0
step90_optional_driver_run_dir_count,0
step90_particle_npy_count,0
step90_raw_geometry_output_count,0
step90_real_geometry_candidate_output_count,0
step90_required_driver_run_dir_count,1
step90_sparse_wall_velocity_output_count,0
step90_total_size_bytes,716021
step90_total_size_mb,0.6828508377075195
step90_vtr_count,0
