metric,value
batch_behavior_preservation_audit_pass,True
pass_count,10
physics_feature_expansion,False
policy_id,step64_motion_wall_velocity_migration_policy
row_count,10
solver_behavior_changed,False
solver_object_construction_required,False
step,64
step64_behavior_preservation_pass,True
