row_name,inlet_plane_mean_ux,inlet_plane_max_ux,mid_duct_plane_mean_ux,mid_duct_plane_max_ux,outlet_plane_mean_ux,outlet_plane_max_ux,final_fluid_mean_ux,final_far_field_fluid_mean_ux,inlet_plane_flow_present,mid_duct_plane_flow_present,outlet_plane_flow_present,flow_development_not_fluent_equivalent,direct_quantitative_equivalence_allowed,validation_claim_allowed
fluent_duct_flap_proxy_48_50step_transient_gap_smoke,0.02000000700354576,0.020000005140900612,0.010271445848047733,0.01636887900531292,0.0,0.0,0.005699269473552704,0.005688079632818699,True,True,False,True,False,False
