metric,value
artifact_check_count,8
artifact_pass_count,8
pass_count,8
row_count,8
step94_activation_feature_count,4
step94_activation_guard_pass,True
step94_artifact_budget_pass,True
step94_completed_lbm_steps,1
step94_ggui_screenshot_count,1
step94_ggui_video_count,0
step94_ggui_visualization_enabled_count,1
step94_output_guard_pass,True
step94_particle_npy_count,0
step94_step90_regression_guard_pass,True
step94_step92_regression_guard_pass,True
step94_step93_regression_guard_pass,True
step94_taichi_ggui_visualization_quality_pass,True
step94_taichi_ggui_visualization_smoke_matrix_pass,True
step94_vtr_count,0
step95_step94_regression_guard_pass,True
