name,row_role,requested_nx,executed_nx,requested_n_steps,steps_completed,requested_window_completed,simulation_backed_artifact,finite_pass,density_gate_pass,population_gate_pass,mach_gate_pass,mass_drift_gate_pass,first_failure_step,first_failure_reason,candidate_mass_acceptance_observed_abs,candidate_mass_acceptance_gate_pass,flow_development_gate_pass,outlet_to_inlet_flux_ratio_tail_mean,midplane_to_inlet_flux_ratio_tail_mean,flux_imbalance_rel_tail_mean,flux_imbalance_rel_tail_max,outlet_flux_tail_cv,collapse_first_x,collapse_first_step,limiter_activation_fraction,controller_authority_ratio_tail_mean,controller_saturation_fraction_tail,drop_guard_activation_fraction_tail,mass_neutral_rho_feedback_tail_mean,mass_neutral_mass_error_tail_mean,mass_neutral_mass_error_final,mass_neutral_feedback_saturation_fraction_tail,runtime_s,selected96_claim_allowed,validation_claim_allowed,source_step,source_step143_decision_hash,source_step143_comparison_hash,source_step143_best_row_name,source_step143_best_row_solver_state_hash,source_step143_best_row_run_manifest_hash,source_step143_best_row_mass_neutral_activation_hash,source_step143_decision_case,mass_neutral_activation_hash,solver_state_hash,run_manifest_hash
duct_only_48_regularized_plane_flux_controlled_gain0p75_cap0p0075_rho0p0010_mnhigh_mgain0p50_mcap0p001_blend1p00_out10_500step_mass_neutral_final,mass_neutral_final_evidence_candidate_48,48,48,500,500,True,True,True,True,True,True,True,,,0.007345390662776274,False,False,1.0364764885085453,0.9977253037978716,0.1023209978570283,0.16828271633544037,0.11500661338208944,,,0.0,0.5522125852153157,0.0,0.0,-0.0010000000474974513,0.0070619042962789536,0.0077638872899115086,0.9374677783363148,122.84199520002585,False,False,143,094ae53aa1cfa7f8e9c827534f6f388523cb71f67cfc8c3d0ee6d63322d94071,07573dae34bc7f802f93783ff1984820466075af391388d078f2e6d60b14356b,duct_only_48_regularized_plane_flux_controlled_gain0p75_cap0p0075_rho0p0010_mnhigh_mgain0p50_mcap0p001_blend1p00_out5_250step_mass_neutral_design,d5802fc8327cbff6357e64ac54acc778995fcd3a02f6116e7aa5258d8dce3c9a,7152389142aa1bfc108580a773a8410900191866b301eddd6ce7e93c04000a6e,0b16551e3d1932f3269547db4d2aea928a82064a9035b4a410538b114ec27c06,mass_neutral_design_supports_step144_single_500step_probe,0b16551e3d1932f3269547db4d2aea928a82064a9035b4a410538b114ec27c06,140b2d2ac225fccf3ffda93fd924bd5413a2710cd14222eb7444abfe56c61c73,d96504fdcb15735c6b9c4bd01ebb0a0bda182fd5b77c607f12d9ded3dc1067ec
