actual,artifact_path,check,expected,pass,summary_key
True,outputs/step82_wall_velocity_solid_vel_smoke_matrix/wall_velocity_solid_vel_smoke_matrix.json,step82_smoke_matrix_pass,True,True,step82_wall_velocity_solid_vel_smoke_matrix_pass
True,outputs/step82_wall_velocity_solid_vel_quality/wall_velocity_solid_vel_quality.json,step82_quality_pass,True,True,step82_wall_velocity_solid_vel_quality_pass
True,outputs/step82_activation_guard/activation_guard.json,step82_activation_guard_pass,True,True,step82_activation_guard_pass
True,outputs/step82_step81_regression_guard/step81_regression_guard.json,step82_step81_regression_guard_pass,True,True,step82_step81_regression_guard_pass
True,outputs/step82_output_guard/output_guard.json,step82_output_guard_pass,True,True,output_guard_pass
True,outputs/step82_artifact_manifest/artifact_summary.json,step82_artifact_budget_pass,True,True,artifact_budget_pass
