case,candidate_id,mode_class,geometry_type,geometry_source,mode,reaction_transfer_mode,wall_velocity_scale,boundary_motion_mode,boundary_motion_config_path,boundary_motion_report_enabled,boundary_motion_report_written,boundary_motion_interface_report_path,wall_velocity_application_mode,wall_velocity_application_config_path,wall_velocity_application_report_enabled,wall_velocity_application_report_written,wall_velocity_application_report_path,wall_velocity_application_timeseries_path,application_report_count,application_envelope_pass,applied_cell_count_min,applied_cell_count_max,max_applied_velocity_norm,mean_applied_velocity_norm_max,wall_velocity_cap_lbm,lbm_population_update_count_max,modify_bounceback_formula_any,quality_check_enabled,quality_check_strict,quality_pass,quality_severity,quality_warnings_count,quality_reasons_count,quality_gate_strict,quality_report_path,driver_timing_path,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,diagnostics_row_count,rho_min_global,rho_max_global,lbm_max_v_global,mpm_min_J_global,mpm_max_speed_global,projected_mass_min,projected_mass_max,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count_min,bb_link_count_max,bb_max_correction_max,active_reaction_particle_count_max,max_grid_reaction_norm,area_scale_final,area_scale_min,area_scale_max,raw_area_scale_final,has_nan,has_inf,stable,notes
experimental_48_moving_boundary_scale_0025,squid_proxy_parameter_sensitivity_smoke,experimental,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,engineering,0.025,prescribed_kinematic,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,True,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0025/boundary_motion_interface_report.json,solid_vel_experimental,configs/step40_wall_velocity_application_scale_0025.json,True,True,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0025/wall_velocity_application_report.json,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0025/wall_velocity_application_timeseries.csv,40,True,2136,2136,0.0035108916550343544,0.002256270955215192,0.01,0,False,True,True,True,ok,0,0,True,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0025/geometry_quality_report.json,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0025/driver_timing.json,48,4096,40,5,40,200,41,0.9917664527893066,1.0081428289413452,0.004902502056211233,0.9909242987632751,0.06494751572608948,0.022940346971154213,0.022940412163734436,4856,0.0,0.4194484353065491,6614,6652,0.001532240305095911,3259,1.054459971783217e-05,1.0,1.0,1.0,1.0,False,False,True,Step 40 controlled jet-cycle proxy parameter sensitivity smoke
experimental_48_moving_boundary_scale_0050,squid_proxy_parameter_sensitivity_smoke,experimental,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,engineering,0.05,prescribed_kinematic,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,True,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0050/boundary_motion_interface_report.json,solid_vel_experimental,configs/step40_wall_velocity_application_scale_0050.json,True,True,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0050/wall_velocity_application_report.json,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0050/wall_velocity_application_timeseries.csv,40,True,2136,2136,0.007021783310068709,0.004512541910430384,0.01,0,False,True,True,True,ok,0,0,True,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0050/geometry_quality_report.json,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0050/driver_timing.json,48,4096,40,5,40,200,41,0.9873015284538269,1.0107483863830566,0.00791660975664854,0.9909250736236572,0.06496557593345642,0.022940348833799362,0.022940389811992645,4856,0.0,0.42089781165122986,6614,6652,0.0024120924063026905,3259,1.0544598808337469e-05,1.0,1.0,1.0,1.0,False,False,True,Step 40 controlled jet-cycle proxy parameter sensitivity smoke
experimental_48_moving_boundary_scale_0075,squid_proxy_parameter_sensitivity_smoke,experimental,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,engineering,0.075,prescribed_kinematic,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,True,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0075/boundary_motion_interface_report.json,solid_vel_experimental,configs/step40_wall_velocity_application_scale_0075.json,True,True,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0075/wall_velocity_application_report.json,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0075/wall_velocity_application_timeseries.csv,40,True,2136,2136,0.00967813097947864,0.00676059245730655,0.01,0,False,True,True,True,ok,0,0,True,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0075/geometry_quality_report.json,outputs/step40_parameter_sweep_driver/experimental_48_moving_boundary_scale_0075/driver_timing.json,48,4096,40,5,40,200,41,0.9828528761863708,1.0134063959121704,0.01099871564656496,0.9909257292747498,0.06498292088508606,0.02294035069644451,0.022940397262573242,4856,0.0,0.42234286665916443,6614,6652,0.003289096523076296,3259,1.0544597898842767e-05,1.0,1.0,1.0,1.0,False,False,True,Step 40 controlled jet-cycle proxy parameter sensitivity smoke
static_48_moving_boundary,squid_proxy_parameter_sensitivity_smoke,static,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,engineering,0.0,static,,False,False,,disabled,,False,False,,,0,True,0,0,0.0,0.0,0.0,0,False,True,True,True,ok,0,0,True,outputs/step40_parameter_sweep_driver/static_48_moving_boundary/geometry_quality_report.json,outputs/step40_parameter_sweep_driver/static_48_moving_boundary/driver_timing.json,48,4096,40,5,40,200,41,0.9950482249259949,1.0061308145523071,0.002968432614579797,0.9909236431121826,0.06492956727743149,0.022940343245863914,0.02294040098786354,4856,0.0,0.4180453419685364,6614,6652,0.0014044912531971931,3259,1.0544597898842767e-05,1.0,1.0,1.0,1.0,False,False,True,Step 40 controlled jet-cycle proxy parameter sensitivity smoke
experimental_48_link_area_scale_0025,squid_proxy_parameter_sensitivity_smoke,experimental,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,link_area_experimental,0.025,prescribed_kinematic,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,True,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0025/boundary_motion_interface_report.json,solid_vel_experimental,configs/step40_wall_velocity_application_scale_0025.json,True,True,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0025/wall_velocity_application_report.json,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0025/wall_velocity_application_timeseries.csv,40,True,2136,2136,0.0035108916550343544,0.002256270955215192,0.01,0,False,True,True,True,ok,0,0,True,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0025/geometry_quality_report.json,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0025/driver_timing.json,48,4096,40,5,40,200,41,0.9917783737182617,1.0081305503845215,0.004896359518170357,0.9909628629684448,0.06489219516515732,0.02294032648205757,0.02294040098786354,4856,0.0,0.41944053769111633,6614,6652,0.0015268090646713972,3259,1.0544548786128871e-05,0.7795953750610352,0.25,2.0,0.7795953750610352,False,False,True,Step 40 controlled jet-cycle proxy parameter sensitivity smoke
experimental_48_link_area_scale_0050,squid_proxy_parameter_sensitivity_smoke,experimental,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,link_area_experimental,0.05,prescribed_kinematic,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,True,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0050/boundary_motion_interface_report.json,solid_vel_experimental,configs/step40_wall_velocity_application_scale_0050.json,True,True,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0050/wall_velocity_application_report.json,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0050/wall_velocity_application_timeseries.csv,40,True,2136,2136,0.007021783310068709,0.004512541910430384,0.01,0,False,True,True,True,ok,0,0,True,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0050/geometry_quality_report.json,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0050/driver_timing.json,48,4096,40,5,40,200,41,0.9873117208480835,1.0107389688491821,0.00790997501462698,0.9909636974334717,0.06490395218133926,0.022940345108509064,0.022940395399928093,4856,0.0,0.4208908677101135,6614,6652,0.002406491432338953,3259,1.0544549695623573e-05,0.8936212062835693,0.25,2.0,0.8936212062835693,False,False,True,Step 40 controlled jet-cycle proxy parameter sensitivity smoke
experimental_48_link_area_scale_0075,squid_proxy_parameter_sensitivity_smoke,experimental,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,link_area_experimental,0.075,prescribed_kinematic,configs/step34_boundary_motion_interface_prescribed_kinematic.json,True,True,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0075/boundary_motion_interface_report.json,solid_vel_experimental,configs/step40_wall_velocity_application_scale_0075.json,True,True,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0075/wall_velocity_application_report.json,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0075/wall_velocity_application_timeseries.csv,40,True,2136,2136,0.009677064006429106,0.006760651212747364,0.01,0,False,True,True,True,ok,0,0,True,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0075/geometry_quality_report.json,outputs/step40_parameter_sweep_driver/experimental_48_link_area_scale_0075/driver_timing.json,48,4096,40,5,40,200,41,0.9828624129295349,1.0134034156799316,0.010996979661285877,0.9909636974334717,0.06492011249065399,0.02294035255908966,0.02294039912521839,4856,0.0,0.42233607172966003,6614,6652,0.003283455967903137,3259,1.0544548786128871e-05,0.8563711643218994,0.25,2.0,0.8563711643218994,False,False,True,Step 40 controlled jet-cycle proxy parameter sensitivity smoke
static_48_link_area,squid_proxy_parameter_sensitivity_smoke,static,squid_proxy,configs/step30_squid_proxy_geometry.json,moving_boundary,link_area_experimental,0.0,static,,False,False,,disabled,,False,False,,,0,True,0,0,0.0,0.0,0.0,0,False,True,True,True,ok,0,0,True,outputs/step40_parameter_sweep_driver/static_48_link_area/geometry_quality_report.json,outputs/step40_parameter_sweep_driver/static_48_link_area/driver_timing.json,48,4096,40,5,40,200,41,0.9951252937316895,1.0060070753097534,0.0029397776816040277,0.9909811615943909,0.06460700184106827,0.022940341383218765,0.02294040471315384,4856,0.0,0.417860746383667,6614,6652,0.0014023733092471957,3259,1.0544566066528205e-05,1.0334734916687012,0.25,2.0,1.0334734916687012,False,False,True,Step 40 controlled jet-cycle proxy parameter sensitivity smoke
