reaction_scale,force_cap_norm,geometry_type,stable,well_behaved,over_damped,sign_reversed,rho_min,rho_max,lbm_max_v,mpm_min_J,mpm_max_speed,initial_solid_vx,final_solid_vx,solid_slowdown,projection_zone_ux_final,hydro_force_max_norm,net_grid_reaction_force_x,solid_momentum_delta_x,cell_force_max_norm,bb_link_count,accounting_error_x,classification_reason,score,recommended
0.25,0.0001,box,True,True,False,False,0.9874573945999146,1.0124542713165283,0.014735502353953489,0.9730791449546814,0.16735990395634548,0.07812738418579102,0.09621147066354752,0.0,0.0007696156078998672,0.39837307108248987,0.002166969235986471,0.0004883452036672179,0.0,2322,2.2258609533309937e-05,well_behaved,1749.9969968434668,True
0.5,0.0001,box,True,True,False,False,0.9862855672836304,1.0124238729476929,0.015311724135475671,0.9723360538482666,0.17840564533990955,0.07812738418579102,0.1017010509967804,0.0,0.0008151721469588581,0.3985511836751807,0.0044938684441149235,0.0006365552773884226,0.0,2322,1.710117794573307e-05,well_behaved,1738.5841027948409,False
1.0,0.0001,box,True,True,False,False,0.9863869547843933,1.0128967761993408,0.015140675705988656,0.9716306924819946,0.18302430286048196,0.07812738418579102,0.1020868644118309,0.0,0.0008190219321196357,0.3987406807575026,0.007123273331671953,0.000646970321374998,0.0,2322,2.1643470972776413e-05,well_behaved,1734.873483420239,False
2.0,0.0001,box,True,True,False,False,0.9863041043281555,1.0128525495529175,0.015067437217805135,0.9705917835235596,0.17753473058941993,0.07812738418579102,0.10016342997550964,0.0,0.0007990331252441482,0.3987914744829252,0.003997428808361292,0.0005950398308429772,0.0,2322,1.7248152289539576e-05,well_behaved,1734.4777942793214,False
