step,lbm_open_boundary_semantics,row_role,target_outlet_flux,outlet_flux_raw_before_correction,outlet_flux_after_correction,outlet_flux_error,outlet_flux_error_filtered,correction_gain_effective,correction_delta_abs_sum,correction_delta_abs_sum_run,controller_target_outlet_flux,controller_measured_outlet_flux,controller_raw_flux_error,controller_filtered_flux_error,controller_u_feedback,controller_u_feedback_abs,controller_saturation_count_step,controller_saturation_count_run,controller_saturation_fraction_run,outlet_plane_ux_min,outlet_plane_ux_max,outlet_plane_ux_mean,outlet_plane_negative_ux_fraction,midplane_flux,sampled_x_profile_flux,mass_total_delta_rel,validation_claim_allowed,selected96_claim_allowed
0,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0:0;24:0;47:0,0.0,False,False
25,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,43.58145830855584,0.06688684600198305,0.06688684600198305,43.51457146255385,16.780370712280273,0.0024999999441206455,0.2097269892692566,2.7974860668182373,43.50697708129883,0.06446835398674011,43.44250872731209,16.780370712280273,1.9825580238830298e-05,1.9825580238830298e-05,0,0,0.0,1.6390325981774367e-05,3.377535904292017e-05,3.1611795143852535e-05,0.0,2.123415451027427e-06,0:43.5814583086;24:2.12341545103e-06;47:0.066886846002,0.010888074723054158,False,False
50,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,43.78227479533121,0.11341290546865473,0.11341290546865473,43.668861889862555,27.44575309753418,0.0024999999441206455,0.34305745363235474,9.920937538146973,43.77075958251953,0.11198294907808304,43.65877663344145,27.44575309753418,3.242645470891148e-05,3.242645470891148e-05,0,0,0.0,1.821095065679401e-05,5.7784734963206574e-05,5.3602865287217745e-05,0.0,45.873975583295994,0:43.7822747953;24:45.8739755833;47:0.113412905469,0.021646348296511488,False,False
75,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,43.789337811121726,1.1731429159764724,1.1731429159764724,42.616194895145256,33.85417175292969,0.0024999999441206455,0.42314964532852173,19.627395629882812,43.791954040527344,0.6635196208953857,43.12843441963196,33.85417175292969,3.9997838030103594e-05,3.9997838030103594e-05,0,0,0.0,8.508731843903661e-05,0.0007125899428501725,0.0005544296038148729,0.0,42.99341290684264,0:43.7893378111;24:42.9934129068;47:1.17314291598,0.03238184531597819,False,False
100,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,43.799936415305595,81.87792488730234,81.87792488730234,-38.07798847199675,13.203560829162598,0.0024999999441206455,0.16506029665470123,27.75983428955078,43.797637939453125,81.65512084960938,-37.85748291015625,13.203560829162598,1.5599669495713897e-05,1.5599669495713897e-05,0,0,0.0,0.012978531420230865,0.041565123945474625,0.038692800619063765,0.0,43.251986532124704,0:43.7999364153;24:43.2519865321;47:81.8779248873,0.028452078409248842,False,False
125,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,43.80557711471224,81.7996419943996,81.7996419943996,-37.99406487968735,-6.952248573303223,0.0024999999441206455,0.08689543604850769,29.33385467529297,43.80693817138672,81.78264617919922,-37.9757080078125,-6.952248573303223,-8.213904038711917e-06,8.213904038711917e-06,0,0,0.0,0.007465462666004896,0.0414789542555809,0.03865620964237564,0.0,63.29222889143806,0:43.8055771147;24:63.2922288914;47:81.7996419944,0.019199347849430608,False,False
150,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,43.81452892136549,82.25582214432009,82.25582214432009,-38.4412932229546,-19.36214256286621,0.0024999999441206455,0.2420075684785843,33.712860107421875,43.81263732910156,82.242431640625,-38.42979431152344,-19.36214256286621,-2.2875878130435012e-05,2.2875878130435012e-05,0,0,0.0,0.004999703262001276,0.042361292988061905,0.03887013441289727,0.0,81.43809668559493,0:43.8145289214;24:81.4380966856;47:82.2558221443,0.009790042408805977,False,False
175,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,40.55396389933588,82.47022396405599,82.47022396405599,-41.916260064720106,-27.252620697021484,0.0024999999441206455,0.3406420648097992,41.05828857421875,40.88121795654297,82.46746826171875,-41.58625030517578,-27.252620697021484,-3.219827704015188e-05,3.219827704015188e-05,0,0,0.0,0.0036785935517400503,0.04303133860230446,0.038970353912354386,0.0,82.07452270785456,0:40.5539638993;24:82.0745227079;47:82.4702239641,-0.0005115291711691798,False,False
200,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,41.28054154077903,82.53501451778416,82.53501451778416,-41.25447297700513,-32.945045471191406,0.0024999999441206455,0.41179749369621277,50.62348937988281,41.28255844116211,82.53266906738281,-41.2501106262207,-32.945045471191406,-3.892373206326738e-05,3.892373206326738e-05,0,0,0.0,0.0029955722857266665,0.04360724613070488,0.03900021905742325,0.0,79.8745189930101,0:41.2805415408;24:79.874518993;47:82.5350145178,-0.010783039190100475,False,False
225,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,40.9959196706389,82.56750674248926,82.56750674248926,-41.57158707185036,-36.35109329223633,0.0024999999441206455,0.4543640613555908,61.52055358886719,40.999820709228516,82.57685852050781,-41.5770378112793,-36.35109329223633,-4.294788959668949e-05,4.294788959668949e-05,0,0,0.0,0.0025947350077331066,0.04413178935647011,0.03901520598226883,0.0,44.00360729946343,0:40.9959196706;24:44.0036072995;47:82.5675067425,-0.021025655300561257,False,False
