step,rho_min,rho_max,rho_mean,mass_total,mass_total_delta_from_initial,mass_total_delta_rel,inlet_mean_ux,outlet_mean_ux,midplane_mean_ux,inlet_flux,outlet_flux,flux_imbalance_abs,flux_imbalance_rel,max_v,mach_proxy_observed
0,1.0,1.0,1.0,101568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.9999442100524902,1.055232286453247,1.0108880747230542,102673.87997347116,1105.8799734711647,0.010888074723054158,0.019879631172612114,3.1611795143852535e-05,1.0035045860861553e-09,43.58145830855584,0.06688684600198305,43.51457146255385,0.998465245345201,0.02714633025206297,0.04701882323561712
50,0.9999047517776489,1.0538792610168457,1.0216463482965115,103766.57630378008,2198.576303780079,0.021646348296511488,0.019958848686490935,5.3602865287217745e-05,0.02089463649247201,43.78227479533121,0.11341290546865473,43.668861889862555,0.9974096159690462,0.026919443761150307,0.04662584430580537
75,0.9999143481254578,1.051809310913086,1.032381845315978,104856.95926505327,3288.9592650532722,0.03238184531597819,0.019955041095621476,0.0005544296038148729,0.01962245362397065,43.789337811121726,1.1731429159764724,42.616194895145256,0.9732093935506256,0.026216150009616922,0.04540770379550382
100,0.983968198299408,1.041307806968689,1.0284520784092488,104457.82069987059,2889.8206998705864,0.028452078409248842,0.01995543754062772,0.038692800619063765,0.01973096276140492,43.799936415305595,81.87792488730234,38.07798847199675,0.4650580547126433,0.045540203005116985,0.07887794539186349
125,0.9906880259513855,1.0416350364685059,1.0191993478494306,103518.03936237097,1950.0393623709679,0.019199347849430608,0.01995468336652211,0.03865620964237564,0.029351285246811763,43.80557711471224,81.7996419943996,37.99406487968735,0.46447715360769687,0.04507853468545437,0.0780783124059629
150,0.9941583275794983,1.041745662689209,1.009790042408806,102562.3550273776,994.3550273776054,0.009790042408805977,0.0199555746800775,0.03887013441289727,0.03837604328570975,43.81452892136549,82.25582214432009,38.4412932229546,0.4673382651930498,0.04512136046483309,0.07815248883172057
175,0.9741553664207458,1.006155252456665,0.9994884708288309,101516.04500514269,-51.95499485731125,-0.0005115291711691798,0.019654082903719467,0.038970353912354386,0.03870339437109719,40.55396389933588,82.47022396405599,41.916260064720106,0.5082593213641445,0.04311360367483829,0.07467495206220819
200,0.9617199897766113,1.0016463994979858,0.9892169608098995,100472.78827553988,-1095.211724460125,-0.010783039190100475,0.020052457301365123,0.03900021905742325,0.037752283507203666,41.28054154077903,82.53501451778416,41.25447297700513,0.499842075730366,0.04360724653097654,0.07552996656983305
225,0.9613012075424194,1.0003662109375,0.9789743446994388,99432.4662424326,-2135.5337575674057,-0.021025655300561257,0.01995374774648359,0.03901520598226883,0.021407131195852663,40.9959196706389,82.56750674248926,41.57158707185036,0.5034860408405382,0.04413178972028002,0.07643850202447089
250,0.9620352983474731,0.9997111558914185,0.9716578885301403,98689.34842222929,-2878.65157777071,-0.0283421114698597,0.019954560725951465,0.015678763064053632,0.02082646163248141,40.95411137026187,33.16022240184659,7.793888968415281,0.19030785207256826,0.027638440229741313,0.04787118271986759
