case,mode,geometry_type,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,rho_min_global,rho_max_global,rho_span_global,lbm_max_v_global,mpm_min_J_global,mpm_max_speed_global,solid_vx_initial,solid_vx_final,solid_vx_drift,projection_zone_ux_initial,projection_zone_ux_final,bb_link_count_min,bb_link_count_max,active_reaction_particle_count_min,active_reaction_particle_count_max,cell_force_max_norm,hydro_force_max_norm,estimated_memory_mb,stable,well_behaved,elapsed_seconds,notes
engineering_box_48_regression,moving_boundary,box,48,13824,10,10,10,100,0.9888914823532104,1.0172828435897827,0.028391361236572266,0.008981326594948769,0.9971734881401062,0.06890948861837387,0.026045124977827072,0.0333344005048275,0.007289275527000427,0.0,0.00026244789478369057,6120,6120,8622,8622,0.0,0.4111795425415039,27.158203125,True,True,15.57696420000866,Step 18 existing mode regression
step17_accounting_regression,moving_boundary,box,48,13824,5,10,5,50,0.9835842251777649,1.0066496133804321,0.023065388202667236,0.009175894781947136,0.9907679557800293,0.04838402569293976,0.026045124977827072,0.029566124081611633,0.003520999103784561,0.0,0.0004244075098540634,6148,6148,8622,8622,0.0,0.4112323224544525,27.158203125,True,True,49.9177213999792,Step 18 existing mode regression
