step,total_mpm_substeps,reaction_transfer_mode,area_policy,area_scale,raw_area_scale,area_proxy_total,area_weighted_hydro_sum_x,area_weighted_hydro_sum_y,area_weighted_hydro_sum_z,bb_link_count,active_reaction_particle_count,max_grid_reaction_norm,net_grid_reaction_force_x,net_grid_reaction_force_y,net_grid_reaction_force_z,cell_force_max_norm,hydro_force_max_norm,rho_min,rho_max,lbm_max_v,mpm_min_J,mpm_max_speed
0,0,engineering,engineering,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.02604166604578495
10,100,engineering,engineering,1.0,1.0,0.0,0.0,0.0,0.0,6654,3275,1.0519208444748074e-05,0.00033906727912835777,0.001189152360893786,-0.00014873941836412996,0.0,0.4202519655227661,0.9910269975662231,1.0120604038238525,0.0077191488817334175,0.9938786029815674,0.05399607494473457
20,200,engineering,engineering,1.0,1.0,0.0,0.0,0.0,0.0,6616,3299,1.0526945516176056e-05,0.000398804695578292,0.001171523123048246,5.807814159197733e-05,0.0,0.42034220695495605,0.9918612241744995,1.0105931758880615,0.006485876627266407,0.9945954084396362,0.06466228514909744
