metric,value
activation_feature_count,3
allowed_next_step,Step92
allowed_next_step_scope,first user simulation 10-step dry run 32^3 10-step squid_proxy runtime geometry diagnostic-only wall velocity solid_vel only
boundary_motion_interface_report_pass_count,1
canonical_driver_module,src.mpm_lbm.sim.drivers.fsi_driver
combined_runtime_geometry_wall_velocity_enabled_count,1
driver_run_called_count,1
driver_run_required,True
gate_source_step,Step91
geometry_motion_interface_report_pass_count,1
geometry_quality_report_pass_count,1
grid_48_enabled_count,0
grid_64_enabled_count,0
has_inf_count,0
has_nan_count,0
legacy_driver_module_used_count,0
link_area_enabled_count,0
max_lbm_max_v,0.005718602333217859
max_mpm_max_speed,0.01751340739428997
max_rho_max,1.0026592016220093
min_completed_lbm_steps,10
min_diagnostics_row_count,11
min_mpm_min_J,0.998312771320343
min_rho_min,0.9936118125915527
min_total_mpm_substeps,10
missing_required_rows,[]
only_duration_expansion_from_step90,True
optional_row_count,0
physics_feature_expansion,first_user_10step_dry_run_duration_only
post_gate_simulation_allowed,True
previous_step,Step91
previous_step90_n_lbm_steps,5
procedural_geometry_enabled_count,1
real_geometry_candidate_enabled_count,0
real_geometry_enabled_count,0
required_row_count,1
required_rows_present,"[""first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_10step_dry_run""]"
required_stable_count,1
row_count,1
runtime_code_changed,False
runtime_geometry_enabled_count,1
runtime_hard_fail_count,0
runtime_warning_count,0
slowest_elapsed_seconds,250.57026240000414
slowest_row_name,first_user_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_10step_dry_run
solver_behavior_changed,False
squid_proxy_enabled_count,1
stable_count,1
step92_first_user_simulation_10step_dry_run_matrix_pass,True
step92_n_lbm_steps,10
total_elapsed_seconds,250.57026240000414
wall_velocity_application_report_pass_count,1
wall_velocity_enabled_count,1
write_particles_count,0
write_vtk_count,0
