row_name,coupling_mode,reaction_transfer_mode,driver_run_called,stable,runtime_warning,canonical_driver_module,legacy_driver_module_used_as_implementation,completed_lbm_steps,total_mpm_substeps,diagnostics_row_count,rho_min_min,rho_max_max,lbm_max_v_max,mpm_min_J_min,elapsed_seconds,has_nan,has_inf,pass
canonical_driver_moving_boundary_engineering_16_3step,moving_boundary,engineering,True,True,False,src.mpm_lbm.sim.drivers.fsi_driver,False,3,3,4,0.9734044671058655,1.0341906547546387,0.027018096297979355,0.9999436736106873,115.28821250000328,False,False,True
canonical_driver_moving_boundary_engineering_16_5step,moving_boundary,engineering,True,True,False,src.mpm_lbm.sim.drivers.fsi_driver,False,5,5,6,0.9671249985694885,1.0341906547546387,0.027245832607150078,0.9998660087585449,299.3498921999999,False,False,True
canonical_driver_penalty_16_5step,penalty,engineering,True,True,False,src.mpm_lbm.sim.drivers.fsi_driver,False,5,5,6,0.9999935030937195,1.0000070333480835,1.8254295355291106e-05,0.9999547600746155,215.405316999997,False,False,True
