row_name,campaign_id,gate_source_step,previous_step,post_gate_simulation_allowed,allowed_next_step,allowed_next_step_scope,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,coupling_mode,reaction_transfer_mode,geometry_type,geometry_config_path,geometry_config_path_exists,target_u_lbm,boundary_motion_mode,geometry_motion_mode,geometry_motion_application_mode,wall_velocity_application_mode,runtime_geometry_enabled,wall_velocity_enabled,combined_runtime_geometry_wall_velocity_enabled,procedural_geometry_enabled,squid_proxy_enabled,real_geometry_candidate_enabled,real_geometry_enabled,link_area_enabled,grid_48_enabled,grid_64_enabled,write_vtk,write_particles,activation_feature_count,driver_run_called,canonical_driver_module,legacy_driver_module_used_as_implementation,initialized,completed_lbm_steps,total_mpm_substeps,diagnostics_row_count,rho_min_final,rho_max_final,rho_min_min,rho_max_max,lbm_max_v_max,mpm_min_J_min,mpm_max_speed_max,projected_mass_final,active_cell_count_final,cell_force_max_norm_max,hydro_force_max_norm_max,bb_link_count_final,bb_link_count_max,bb_max_correction_max,active_reaction_particle_count_final,max_grid_reaction_norm_max,geometry_quality_report_exists,geometry_quality_report_pass,geometry_quality_strict,geometry_quality_warning_count,geometry_quality_reason_count,quality_report_geometry_type,quality_report_empty,quality_report_occupied_count,quality_report_surface_voxel_count,quality_report_touches_domain_boundary,sampling_stats_exist,sampling_geometry_type,sampling_particle_count,mantle_particle_count,head_particle_count,arms_particle_count,left_fin_particle_count,right_fin_particle_count,has_nan,has_inf,generated_file_count,geo_path_name,diagnostics_csv_exists,diagnostics_npz_exists,driver_config_exists,driver_timing_exists,elapsed_seconds,runtime_warning,runtime_hard_fail,stable,notes
canonical_driver_squid_proxy_static_geometry_32_3step_smoke,step86_squid_proxy_static_geometry_canonical_driver_smoke,Step85,Step85,True,Step86,squid_proxy static geometry canonical driver 3-step smoke only,32,1024,3,1,moving_boundary,engineering,squid_proxy,configs/step85_squid_proxy_geometry_1024.json,True,"[0.02, 0.0, 0.0]",static,static,disabled,disabled,False,False,False,True,True,False,False,False,False,False,False,False,1,True,src.mpm_lbm.sim.drivers.fsi_driver,False,True,3,3,4,0.9614667892456055,1.0393489599227905,0.9614667892456055,1.0393489599227905,0.0288397129625082,0.999782145023346,1.567559003829956,0.02264912612736225,1763,0.0,0.43644869327545166,2574,2574,0.006878961343318224,987,4.2154038965236396e-05,True,True,False,0,0,squid_proxy,False,774,358,False,True,squid_proxy,1024,867,189,52,23,22,False,False,6,geo_all_fluid_32.dat,True,True,True,True,215.80475670000305,False,False,True,squid_proxy static geometry canonical driver 3-step smoke completed
