step,lbm_open_boundary_semantics,row_role,step132_authority_sweep_candidate,target_outlet_flux,outlet_flux_raw_before_correction,outlet_flux_after_correction,outlet_flux_error,outlet_flux_error_filtered,correction_gain_effective,flow_correction_cap_u,correction_delta_abs_sum,correction_delta_abs_sum_run,controller_target_outlet_flux,controller_measured_outlet_flux,controller_raw_flux_error,controller_filtered_flux_error,controller_u_feedback,controller_u_feedback_abs,controller_authority_ratio,controller_saturation_count_step,controller_saturation_count_run,controller_saturation_fraction_run,outlet_plane_ux_min,outlet_plane_ux_max,outlet_plane_ux_mean,outlet_plane_negative_ux_fraction,midplane_flux,sampled_x_profile_flux,mass_total_delta_rel,validation_claim_allowed,selected96_claim_allowed
0,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,True,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0:0;24:0;47:0,0.0,False,False
25,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,True,43.58145830855584,6.213408024637286,6.213408024637286,37.36805028391855,15.534137725830078,0.25,0.005,19.414989471435547,267.0044860839844,43.50697708129883,6.011909484863281,37.49506759643555,15.534137725830078,0.001835318747907877,0.001835318747907877,0.3670637495815754,0,0,0.0,0.0015097289578989148,0.0031553516164422035,0.00295168534416392,0.0,0.0,0:43.5814583086;24:0;47:6.21340802464,0.010102169606987229,False,False
50,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,True,43.78227480669423,9.685059104104809,9.685059104104809,34.09721570258942,23.462562561035156,0.25,0.005,29.325626373291016,896.289794921875,43.77075958251953,9.590993881225586,34.179765701293945,23.462562561035156,0.002772041829302907,0.002772041829302907,0.5544083658605814,0,0,0.0,0.0014871004968881607,0.004982572048902512,0.004614751634422588,0.0,47.97676606596712,0:43.7822748067;24:47.976766066;47:9.6850591041,0.01884249886808883,False,False
75,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,True,43.78932325637019,12.469559564804246,12.469559564804246,31.319763691565942,27.28316879272461,0.25,0.005,34.10377883911133,1699.4434814453125,43.79194641113281,11.853837966918945,31.938108444213867,27.28316879272461,0.003223436651751399,0.003223436651751399,0.6446873303502798,0,0,0.0,0.001231104601174593,0.006421619560569525,0.005949557789897155,0.0,50.47621499760385,0:43.7893232564;24:50.4762149976;47:12.4695595648,0.02698478146932113,False,False
100,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,True,43.450101315745144,84.76565130355226,84.76565130355226,-41.31554998780712,5.7764763832092285,0.25,0.005,7.220353126525879,2281.91162109375,43.46828842163086,85.05559539794922,-41.58730697631836,5.7764763832092285,0.0006824759184382856,0.0006824759184382856,0.13649518368765712,0,0,0.0,0.011750339530408382,0.04317620024085045,0.04017615955831775,0.0,53.286723921598025,0:43.4501013157;24:53.2867239216;47:84.7656513036,0.020834562077615984,False,False
125,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,True,43.1950411201593,77.44095846357413,77.44095846357413,-34.24591734341483,-11.10883903503418,0.25,0.005,13.884390830993652,2439.47509765625,43.205081939697266,77.62919616699219,-34.42411422729492,-11.10883903503418,-0.0013124810066074133,0.0013124810066074133,0.26249620132148266,0,0,0.0,0.005107537843286991,0.03960011526942253,0.03646338986349952,0.0,72.58851625650703,0:43.1950411202;24:72.5885162565;47:77.4409584636,0.011738427420555794,False,False
150,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,True,43.05028588637526,74.3315679102079,74.3315679102079,-31.28128202383263,-19.598249435424805,0.25,0.005,24.498193740844727,2937.99560546875,43.052734375,74.41777801513672,-31.36504364013672,-19.598249435424805,-0.0023154830560088158,0.0023154830560088158,0.46309661120176315,0,0,0.0,0.003107161959633231,0.03840462118387222,0.03488384460676497,0.0,75.84109694822932,0:43.0502858864;24:75.8410969482;47:74.3315679102,0.003715478410802326,False,False
175,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,True,39.995159092444595,67.27179672584535,67.27179672584535,-27.276637633400753,-23.59733772277832,0.25,0.005,29.498605728149414,3622.49267578125,40.318138122558594,67.88455963134766,-27.566421508789062,-23.59733772277832,-0.002787965117022395,0.002787965117022395,0.557593023404479,0,0,0.0,0.0011164522729814053,0.035464443266391754,0.0315240616334685,0.0,67.0842299111976,0:39.9951590924;24:67.0842299112;47:67.2717967258,-0.004209692017765036,False,False
200,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,True,41.389170931936775,58.41259156950997,58.41259156950997,-17.023420637573196,-22.663341522216797,0.25,0.005,28.33123207092285,4377.361328125,41.38277053833008,58.62436294555664,-17.241592407226562,-22.663341522216797,-0.0026776159647852182,0.0026776159647852182,0.5355231929570436,0,0,0.0,-8.298006287077442e-05,0.03146827220916748,0.027376808845183887,0.001890359168241966,60.780637445107864,0:41.3891709319;24:60.7806374451;47:58.4125915695,-0.009359010317431506,False,False
225,regularized_plane_flux_controlled_pressure_outlet,plane_flux_control_candidate_48,True,41.43974325278405,55.10079919476891,55.10079919476891,-13.661055941984863,-19.662399291992188,0.25,0.005,24.57884979248047,5023.11328125,41.434024810791016,55.18352127075195,-13.749496459960938,-19.662399291992188,-0.00232306239195168,0.00232306239195168,0.46461247839033604,0,0,0.0,0.0002183135220548138,0.03010248951613903,0.025852506230924454,0.0,24.758609237137758,0:41.4397432528;24:24.7586092371;47:55.1007991948,-0.01303284347853104,False,False
