row_name,driver_run_called,canonical_driver_module,geometry_type,n_grid,n_particles,completed_official_fsi_steps,completed_lbm_substeps,lbm_substeps_per_fsi_step,official_fsi_dt_s,lbm_dt_phys_s,target_inlet_velocity_mps,target_u_lbm,flap_tip_timeseries_row_count,solver_curve_time_start_s,solver_curve_time_end_s,diagnostics_row_count,fixed_base_particle_count,fixed_base_constraint_applied,fixed_base_max_displacement_norm,fixed_base_max_velocity_norm,step36_squid_wall_velocity_config_used,target_u_lbm_applied_to_solid_initial_velocity,target_u_lbm_applied_to_inlet,has_nan,has_inf,validation_claim_allowed,direct_quantitative_equivalence_allowed,stable
fluent_duct_flap_low_mach_subcycling_48_50step_candidate,True,src.mpm_lbm.sim.drivers.fsi_driver,duct_flap_proxy,48,1024,50,6000,120,0.0005,4.166666666666667e-06,10.0,"[0.02, 0.0, 0.0]",51,0.0,0.025,51,319,True,0.0,0.0,False,False,True,False,False,False,False,True
