step,time_s,flap_tip_total_displacement_m,flap_tip_x_displacement_m,flap_tip_y_displacement_m
0,0.0,0.0,0.0,0.0
1,0.0005,3.0882552071176406e-09,3.4924596548080444e-10,-2.875458537943132e-09
2,0.001,8.721947608592018e-09,9.196810535350153e-10,-7.974449545145035e-09
3,0.0015,1.6310305994693408e-08,1.606531463416161e-09,-1.4656689195646777e-08
4,0.002,2.6550706522243672e-08,3.876630128019087e-09,-2.3411121929939327e-08
5,0.0025,3.961605443691951e-08,7.345807073733113e-09,-3.4645200486238537e-08
6,0.003,5.5175345181623925e-08,1.1560041812685995e-08,-4.78117740954076e-08
7,0.0035,7.24587891909323e-08,1.6938429325819016e-08,-6.213085868012058e-08
8,0.004,9.12476920689187e-08,2.291053569081214e-08,-7.732305817853558e-08
9,0.0045000000000000005,1.1150004297633132e-07,2.9127113165827723e-08,-9.358628005884384e-08
10,0.005,1.3330799220057088e-07,3.5576523060854015e-08,-1.1079246320377933e-07
11,0.0055,1.5600113556502038e-07,4.267785769229704e-08,-1.2848759922690078e-07
12,0.006,1.7949267316907935e-07,5.1048118621110916e-08,-1.4613615917369316e-07
13,0.006500000000000001,2.0362250552352634e-07,6.030313670635223e-08,-1.6354024978681991e-07
14,0.007,2.2843843794362328e-07,7.022172354709255e-08,-1.8085120245814323e-07
15,0.0075,2.5357718413943076e-07,8.060597167514061e-08,-1.9771978543303703e-07
16,0.008,2.7865661422765697e-07,9.142095080960644e-08,-2.1371525349422882e-07
17,0.0085,3.035228246517363e-07,1.0260846750043129e-07,-2.2856984571717476e-07
18,0.009000000000000001,3.2816188877404784e-07,1.1424999968312477e-07,-2.4256297592728515e-07
19,0.0095,3.5267194675725477e-07,1.266016624867916e-07,-2.5540359160913795e-07
20,0.01,3.7755447124254715e-07,1.3993121683597565e-07,-2.6709167855187843e-07
21,0.0105,4.022983262075286e-07,1.540291094670465e-07,-2.7752250275625556e-07
22,0.011,4.2656799337237317e-07,1.6875564767815376e-07,-2.8650975991695304e-07
23,0.0115,4.5076203036842344e-07,1.8392456979654526e-07,-2.9408838031486084e-07
24,0.012,4.7492994781350717e-07,1.9952422292135452e-07,-3.004563211561617e-07
25,0.0125,4.990676529814664e-07,2.1572923003532196e-07,-3.055087347547669e-07
26,0.013000000000000001,5.232403736954439e-07,2.3259781301021576e-07,-3.0925730243325233e-07
27,0.0135,5.475578745972598e-07,2.5011831894516945e-07,-3.118184395134449e-07
28,0.014,5.719596742892463e-07,2.6811613906829734e-07,-3.130990080535412e-07
29,0.0145,5.965958962406148e-07,2.866960073788505e-07,-3.1345990691988845e-07
30,0.015,6.215805115061812e-07,3.058929110011377e-07,-3.1278469236895035e-07
31,0.0155,6.468980018325965e-07,3.256136551499367e-07,-3.112712931852002e-07
32,0.016,6.725794605699775e-07,3.4583499086693337e-07,-3.0897791702955146e-07
33,0.0165,6.988581731093291e-07,3.666035013338842e-07,-3.06218879586595e-07
34,0.017,7.256944059008674e-07,3.8795405998826027e-07,-3.030523600955348e-07
35,0.0175,7.532610766247672e-07,4.0995655581355095e-07,-2.995599004407268e-07
36,0.018000000000000002,7.813018783053849e-07,4.323897826452594e-07,-2.9589281780317833e-07
37,0.0185,8.09846483207366e-07,4.5523049152507156e-07,-2.921209727446694e-07
38,0.019,8.390148877879255e-07,4.785135274687491e-07,-2.8848882038801094e-07
39,0.0195,8.689254968885507e-07,5.022506570639962e-07,-2.8510112315416336e-07
40,0.02,8.994975928544591e-07,5.263718776404858e-07,-2.8200449264659255e-07
41,0.0205,9.306357924288022e-07,5.509937182068825e-07,-2.792687325836596e-07
42,0.021,9.623768164601643e-07,5.760230123996735e-07,-2.769404261471209e-07
43,0.021500000000000002,9.946730870069587e-07,6.015529265823716e-07,-2.7524075107976387e-07
44,0.022,1.027445136969618e-06,6.274553356888646e-07,-2.7397183544053405e-07
45,0.0225,1.0607146805341472e-06,6.538350021401129e-07,-2.73180205567769e-07
46,0.023,1.0944556834147079e-06,6.806571377637738e-07,-2.729823052050051e-07
47,0.0235,1.1286480230410234e-06,7.078750172695436e-07,-2.73308245368753e-07
48,0.024,1.1631829011093942e-06,7.354537956416607e-07,-2.7406494496062805e-07
49,0.0245,1.1980242788922624e-06,7.634051257809915e-07,-2.751825434188504e-07
50,0.025,1.2332112646618043e-06,7.916591471257561e-07,-2.766842897017341e-07
